CODE,YEAR,MONTH,LOCATION,,LIVESTOCK STOLEN,TOTAL DEATHS,POLICE DEATHS,LOCALS DEATH,SUSPECTED BANDITS,TOTAL INJURY,POLICE INJURY,LOCALS INJURY,BANDITS INJURED,NUMBER OF PEOPLE DISPLACED,NUMBER OF PEOPLE ABDUCTED,OTHER CRIMES,OTHER CRIMES,OTHER CRIMES,TYPE OF WEAPON,SPECIFICS OF WEAPON,NUMBER OF WEAPONS,AMMUNITION,TYPE,FACILITIES ATTACKED,WEB LINK,NEWSPAPER NAME,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You MUST indicate the code of the word document you are using,indicate the YEAR of the incident,"either JAN, FEB, APR, MAY, JUN, JUL, AUG, SEPT, OCT, NOV, DEC",NAME of Place (If possible indicate name of Sub county),NUMBER ATTACKING BANDITS,Indicate the No. of cattle stolen. If none stolen indicate UNKNOWN,Total Number of Deaths (Police + Locals + Suspected Bandits),Number of Police  deaths,Number of Locals deaths,Number of Suspected Bandits Killed,Total Number of Injuries (Police + Locals + Suspected Bandits),Number of Police injured,Number of Locals Injured,Number of bandits injured,NUMBER OF PEOPLE DISPLACED,NUMBER OF PEOPLE ABDUCTED,"Indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","if there is more than one other crime indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","if there is more than one other crime indicate if there was another crime (arson, kidnapping, rape, theft of car, etc)","indicate what type of weapon this is (FIREARMS, BOW & ARROW, MACHETE)",indicate more details a about this weapon,indicate the Number of weapons,If this is a FIREARM is there amunition,"What is the type of ammunition (BULLETS, GRENADE)","Indicate if a facility has been attacked (SCHOOL, HOSPITAL, POLICE STATION, GOVERNMENT OFFICE) - IF THERE IS MORE THAN ONE FACILITY SEPARATE THEM WITH SEMI COLON (;)",Indicate the weblink this is from,INDICATE THE MEDIA HOUSE THAT PUBLISHED,ADD ANY COMMENTS YOU MAY HAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N185,2023,NOVEMBER,BARINGO:ISIOLO,,600,4,0,4,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2023-11-19-four-people-killed-in-isiolo-baringo-banditry-attacks/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N186,2023,NOVEMBER,BARINGO,2,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,FIREARM,AK47,1,YES,21 BULLETS,0,https://www.the-star.co.ke/news/2023-11-04-ak47-rifle-21-bullets-recovered-as-kdf-shoot-baringo-gunman/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N187,2023,NOVEMBER,TURKANA,,Unknown,0,0,0,0,0,0,0,0,0,0,CHOPPER SHOT,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-11-03-gunmen-shoot-damage-chopper-dropping-exam-papers-in-kapedo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N188,2023,AUGUST,GARISSA,,Unknown,2,1,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-08-18-suspected-bandits-rain-bullets-on-fafi-mps-convoy/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N189,2023,AUGUST,GARISSA,8,Unknown,9,1,6,2,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2023-08-17-garissa-killings-rise-to-nine-after-three-shot-dead-in-retaliatory-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N190,2023,JULY,TURKANA;Turkana east,,Unknown,4,0,4,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2023-07-31-bandits-kill-four-people-in-turkana-steal-livestock/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N191,2023,JULY,MERU,10,Unknown,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/eastern/2023-07-28-bandits-escalate-animosity-in-igembe-kill-four/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N192,2023,JUNE,NAKURU,20,100,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,AK47,20,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-06-06-man-dies-after-arrow-attack-in-subukia-nakuru/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N193,2023,MAY,BARINGO,,300,0,0,0,0,1,0,0,0,0,0,0,0,0,FIREARM,ASSORTED GUNS,200,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-05-18-tension-as-one-shot-in-baringo-attack-ahead-of-kindiki-visit/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N194,2023,MAY,MARSABIT,,Unknown,9,0,9,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2023-05-12-two-elderly-people-killed-in-marsabit-by-unknown-assailants/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N195,2023,APRIL,TURKANA;Turkana south,,Unknown,3,0,0,0,2,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-04-11-three-people-injured-in-turkana-after-bandit-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N196,2023,MARCH ,MARSABIT,,480,150,20,130,1,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-03-23-two-men-killed-in-shootout-as-gunmen-drive-off-with-animals-in-marsabit/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N197,2023,APRIL,TURKANA;Turkana south,3,Unknown,0,0,0,0,5,0,5,0,0,0,VEHICLE ATTACKED,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-04-11-three-people-injured-in-turkana-after-bandit-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N198,2023,MARCH ,BARINGO;Baringo north ,,313,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-03-17-security-team-recovers-livestock-stolen-by-bandits/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N199,2023,MARCH ,BARINGO,200,200,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2023-03-16-suspected-bandits-kill-one-in-baringo-sparking-tension-amid-operation/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N200,2023,MARCH ,BARINGO;Tandare,,409,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-03-16-north-rift-banditry-troops-bomb-bandits-hideout-in-baringo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N201,2023,MARCH ,BARINGO:WEST POKOT,200,100,155,20,135,0,1,1,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-03-13-panic-grips-kerio-after-order-to-vacate-27-bandit-hideouts/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N202,2023,MARCH ,LAIKIPIA ,,128,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-03-13-gunmen-kill-one-in-laikipia-steal-128-cows-and-sheep/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N203,2023,MARCH ,ELGEYO MARAKWET,,Unknown,5,0,5,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-03-08-county-threatens-to-arm-residents-after-bandits-kill-medics/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N204,2023,MARCH ,ELGEYO MARAKWET,,Unknown,2,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-03-07-two-medics-shot-dead-in-kerio-valley-amid-ongoing-security-operation/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N205,2023,MARCH ,SAMBURU,,Unknown,16,0,16,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2023-03-05-four-killed-in-fresh-bandit-attacks-amid-security-operation/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N206,2023,MARCH ,SAMBURU;Samburu North Merti,,Unknown,4,0,4,0,0,0,0,0,0,0,0,0,0,FIREARM,0,50,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-03-05-bandits-attack-village-in-samburu-kill-four/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N207,2023,MARCH ,MARSABIT;Laisamis,15,Unknown,11,0,11,0,0,0,0,0,0,0,0,0,0,FIREARM,0,43,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-03-01-bandits-kill-two-children-man-in-marsabit/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N208,2023,FEBRUARY,SAMBURU,,Unknown,8,0,0,0,8,5,3,0,0,1,0,0,0,FIREARM,0,23,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-02-25-3-including-chief-killed-as-bandits-raid-samburu-village-steal-livestock/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N209,2023,FEBRUARY,ISIOLO ,,200,10,1,9,0,0,0,0,0,0,0,STOLEN FIREARM,0,0,FIREARM,0,1,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-02-19-demos-after-three-killed-in-banditry-attack-in-isiolo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N210,2023,FEBRUARY,ISIOLO,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-02-19-three-people-including-a-reservist-killed-in-banditry-attack-in-isiolo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N211,2023,FEBRUARY,TURKANA;Turkana south,,150,8,3,5,0,7,7,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-02-11-three-security-officers-killed-seven-injured-by-suspected-pokot-bandits/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N212,2023,FEBRUARY,BARINGO;Tiaty,,Unknown,0,0,0,0,3,3,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2023-02-05-cops-injured-in-clash-with-mob-over-bandits-arrest-in-baringo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N213,2023,FEBRUARY,SAMBURU,,30,2,0,2,0,4,0,4,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-02-01-two-people-shot-dead-in-banditry-attack-in-samburu/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N214,2023,JANUARY,ELGEYO MARAKWET; Marakwet east,,Unknown,4,1,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-01-25-fresh-tensions-in-kerio-valley-after-bandits-kill-three/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N215,2023,JANUARY,SAMBURU,15,150,0,0,0,0,1,1,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-01-24-police-reservist-shot-wounded-in-clash-with-bandits-in-samburu/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N216,2023,JANUARY,MARSABIT,,35,12,0,12,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-01-23-3-shot-dead-in-marsabit-attacks-amid-calls-for-enhanced-security-operations/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N217,2023,JANUARY,ELGEYO MARKWET,,Unknown,2,0,2,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2023-01-02-several-dead-cattle-stolen-in-kerio-valley-banditry-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N218,2022,DECEMBER,MARSABIT,,680,1,0,1,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2022-12-05-herder-killed-another-injured-as-bandits-steal-over-500-cows-in-marsabit/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N219,2022,NOVEMBER,KITUI;Mwingi North ,,Unknown,2,0,2,0,1,0,1,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-11-29-gsu-deployed-in-mwingi-to-end-bandit-killings/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N220,2022,NOVEMBER,KITUI;Mwingi North ,6,100,0,0,0,0,1,0,0,0,0,0,0,0,0,MACHETE,SIMI,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-11-13-mwingi-locals-flee-homes-as-violent-camel-herders-invade-villages/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N221,2022,NOVEMBER,LAIKIPIA ,,100,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-11-11-bandits-kill-woman-steal-her-100-goats-and-sheep-in-laikipia/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N222,2022,NOVEMBER,SAMBURU;Samburu North,,Unknown,0,0,0,0,0,0,0,0,0,0,STOLEN FIREARMS,STOLEN BULLETS,0,FIREARM,AK47:G3,6,YES,250 BULLETS,0,https://www.the-star.co.ke/news/2022-11-11-gunmen-raid-police-post-escape-with-4-rifles-200-bullets/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N223,2022,NOVEMBER,BARINGO,,Unknown,1,0,1,0,0,0,0,0,800,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/2022-11-10-starving-mum-of-3-week-old-baby-collapses-and-dies-in-baringo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N224,2022,NOVEMBER,ISIOLO:TURKANA,26,720,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,AK47,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2022-11-08-security-beefed-up-in-banditry-prone-areas-says-nps/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N225,2022,NOVEMBER,ELGEYO MARAKWET,,Unknown,500,0,500,0,0,0,0,0,0,0,0,0,0,FIREARM,0,50000,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2022-11-02-banditry-organised-crime-with-trail-of-death-destruction-in-kerio-valley/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N226,2022,OCTOBER,TURKANA ,2,14,2,0,0,2,0,0,0,0,0,,0,0,0,FIREARM,AK47,2,YES,16 BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2022-10-26-two-suspected-bandits-killed-in-botched-robbery-in-turkana/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N227,2022,OCTOBER,TURKANA;Turkana East kerio valley,5,Unknown,10,8,2,0,0,0,0,0,0,0,0,0,0,FIREARM,0,150,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2022-10-26-police-seize-150-illegal-guns-arrest-five-bandits-in-tiaty/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N228,2022,OCTOBER,MARSABIT,,1000,2,1,1,0,1,0,1,0,0,0,0,0,0,FIREARM,0,300,YES,3000 BULLETS,0,https://www.the-star.co.ke/news/2022-10-06-gunmen-kill-policeman-in-marsabit-injure-two-other-people/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N229,2022,SEPTEMBER,TURKANA,,Unknown,8,8,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/central/2022-09-28-kirinyaga-families-mourn-sons-killed-by-bandits-in-turkana-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N230,2022,SEPTEMBER,TURKANA;Turkana East ,,Unknown,11,9,2,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-09-26-matiangi-condoles-with-families-of-bandits-attack-victims/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N231,2022,SEPTEMBER,TURKANA;Turkana east,,Unknown,0,0,0,0,7,7,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2022-09-25-anger-as-bodies-of-eight-slain-policemen-flown-to-nairobi/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N232,2022,SEPTEMBER,TURKANA;Turkana East,,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-09-25-remains-of-police-officers-killed-in-turkana-flown-to-nairobi/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N233,2022,SEPTEMBER,TURKANA;Turkana East,,Unknown,2,0,2,0,2,2,0,0,0,0,TORCHED HOUSES,HUMANS BURNT ALIVE,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2022-09-25-turkana-leaders-condemn-saturdays-killing-of-11-people/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N234,2022,SEPTEMBER,TURKANA;Turkana East,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2022-09-25-ekuru-aukot-loses-sister-in-turkana-bandit-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N235,2022,AUGUST,ISIOLO;Merti,,Unknown,0,0,0,0,2,0,2,0,0,0,0,0,0,FIREARM;GRENADE;ASSORTED BAYONETS,0,200 GUNS; 1 GRENADE ,YES,3000 BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2022-08-08-bandits-shoot-two-herders-steal-livestock-in-isiolo/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N236,2022,AUGUST,BARINGO,,Unknown,0,0,0,0,0,0,0,0,yes,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2022-08-04-ferry-bandit-attack-victims-to-polling-stations--ncck/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N237,2022,AUGUST,TURKANA;Turkana East ,,Unknown,8,0,8,0,0,0,0,0,0,0,0,HUMANS BURNT ALIVE,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-08-01-eight-people-burnt-to-ashes-after-bandit-attack-in-turkana/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N238,2022,JULY,MARSABIT,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-07-27-one-killed-animals-stolen-in-attack-in-village-in-marsabit/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N239,2022,JULY,ISIOLO,,Unknown,1,1,0,0,1,1,0,0,0,0,STOLEN AMMO,0,0,FIREARM,PISTOL;G3,5,YES,BULLETS,0,https://www.the-star.co.ke/counties/north-eastern/2022-07-04-kws-ranger-killed-another-injured-in-isiolo-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N240,2022,JULY,,,,,,,,,,,,,,,,,FIREARM,,,YES,BULLETS,,https://www.the-star.co.ke/counties/north-eastern/2022-07-04-kws-ranger-killed-another-injured-in-isiolo-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N241,2022,FEBRUARY,SAMBURU,,30,2,0,2,0,4,0,4,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/realtime/2023-02-01-two-people-shot-dead-in-banditry-attack-in-samburu/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N242,2022,FEBRUARY,,,,,,,,,,,,,,,,,FIREARM,,,YES,BULLETS,,https://www.the-star.co.ke/news/realtime/2023-02-01-two-people-shot-dead-in-banditry-attack-in-samburu/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N243,2022,JUNE,ELGEYO MARAKWET,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREARM,0,30,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-06-21-police-officers-repulse-daytime-bandits-attack-in-marakwet/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N244,2022,JUNE,ISIOLO,,200,4,0,4,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/eastern/2022-06-20-children-among-four-killed-in-isiolo-bandit-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N245,2022,JUNE,ISIOLO,,Unknown,11,0,11,0,18,0,18,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-06-18-6-killed-8-injured-in-isiolo-banditry-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N246,2022,JUNE,BARINGO,,Unknown,20,0,20,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/2022-06-14-baringo-south-excluded-from-kerio-banditry-operation/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N247,2022,JUNE,MARSABIT ,,60,5,0,5,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/eastern/2022-06-13-bandits-kill-herder-steal-over-60-cattle-in-marsabit/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N248,2022,MAY,ELGEYO MARAKWET,,Unknown,8,0,8,0,0,0,0,0,1000,0,0,0,0,FIREARM,0,0,YES,BULLETS,SCHOOL ,https://www.the-star.co.ke/counties/rift-valley/2022-05-31-call-for-kdf-as-banditry-forces-1000-children-from-kerio-schools/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N249,2022,MAY,ELGEYO MARAKWET,,Unknown,4,0,4,0,6,0,6,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/news/2022-05-29-three-children-herder-killed-in-kerio-valley-bandit-attack/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BED_N250,2022,MAY,ELGEYO MARAKWET,10,Unknown,3,0,3,0,0,0,0,0,0,0,0,0,0,FIREARM,0,0,YES,BULLETS,0,https://www.the-star.co.ke/counties/rift-valley/2022-05-25-six-deaths-in-a-week-as-bandits-rain-terror-in-kerio/,THE STAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
